word,count
أحدكم,20
لأخيه,13
لنفسه,29
المؤمن,27
واليوم,134
تتكلم,92
عنه,294
بمؤمن,1
فرعون,78
تطرح,7
مبادرة,25
ولا تعرف,1
فاقد,24
الشيء,123
لا يعطيه,4
أدري,78
القيادة,79
الحكيمة,13
الممانعة,67
تعيش,98
زمنا,8
آخرا,8
أين,976
أعطونا,8
شيئا,320
منها,409
ممانعة,14
الأعزل,63
ألا,439
يخجل,14
الأفعال,36
التصاريح,3
الجوفاء,4
الصمت,57
يضرب,43
المبادرات,9
بعرض,7
الحائط,8
أغلقوا,4
فمي,3
وقالوا,27
قالوا,88
لي,183
م,145
",",106
ضربوني,1
و,335
تتأل,1
كسروا,4
أسناني,1
تبس,1
شتموني,1
أهلي,24
تفه,1
مدرستي,1
تعل,1
سلبوا,1
داري,1
بأني,11
أتوه,1
دعوني,5
لحوار,3
أني,132
فيه,678
سأ,1
رفعت,38
رأسي,11
وقلت,13
سوري,178
فيا,52
شب,4
يح,1
تذكر,55
تكلم,30
أخرج,15
الفيلم,70
الهندي,10
وأسماه,1
اسماه,1
اعترافات,6
يصدق,66
أفلام,28
مسجلة,4
ومعدلة,2
معدلة,1
عبر,200
لعملوا,1
بثا,2
مباشرا,7
مسجلا,2
سمحوا,5
للإعلام,31
المحامين,4
بالحضور,4
أثناء,87
يسمى,157
بالاعترافات,1
فأقول,29
باطلة,11
وغير,113
حقيقية,77
ومنتزعة,1
منتزعة,2
بعنف,3
وإجرام,7
أجرام,3
نراه,31
المشكل,26
تعد,76
حيادية,9
الإطلاق,44
وتنقل,6
أهواء,5
أمراء,17
فمثلا,14
أبدا,255
مقتل,73
جنود,72
يعقل,53
والمدنيين,21
ظل,122
الطاحنة,4
فالمرجو,2
بحيادية,6
مصلحة,195
المواطن,164
والمجرمون,5
ينشقون,2
ستكون,139
بهم,256
أمريكا,1312
والغرب,107
ميليشيات,20
لدعم,45
مرشحهم,2
لقيادة,8
العميد,18
مناف,3
طلاس,5
شارك,27
بذبحه,2
لعشرين,3
واشترك,1
معه,240
بقتل,122
السوريين,414
قرر,20
الانشقاق,18
كون,31
ثروة,13
الانتظار,12
لهدوء,1
مجيئه,1
وقصصه,1
رفيق,18
عمره,45
الرغم,44
بأبواقه,1
وأمنه,6
وشبيحته,65
وجيشه,28
يحميه,13
الشعبية,99
الماردة,1
لمنتصرة,1
وسيذهب,5
يحاكم,31
يطلب,45
تدخل,162
أجنبي,28
الظروف,58
الصعبة,18
حرا,36
ريت,19
اللي,58
عم,84
دعاية,24
للمسيرة,2
المؤيدة,29
يتقوا,2
وضميرهم,2
عقوبات,18
جماعية,22
للمدن,6
المحتجة,4
كهربا,1
وماء,1
وقصف,28
وتنكيل,10
يؤسفني,8
أبشركم,14
بفشل,3
وخيبة,8
بالدنيا,15
وعذاب,4
جهنم,96
بالآخرة,5
لأنكم,76
تحمون,2
ظهور,36
القتلة,152
سيلعنكم,3
قادتكم,2
المرعبين,1
المقاومين,34
الممانعين,5
يتجه,11
نحو,103
السقوط,37
فالشعب,39
انتصر,13
بسلميته,1
آلة,29
الأسدية,132
عجز,18
إخماد,11
قرية,31
يدل,119
انتهى,75
وما يقوم,3
محاولة,105
شروط,26
الخروج,64
الوطني,289
بدعم,37
وشرعية,3
كبيرة,187
الظاهر,37
اللعبة,70
اشتغلت,3
تضرب,41
بالسلاح,67
وبعدها,92
ويحصل,3
مصطنعة,5
الجعجعة,5
والمتاجرة,7
باسم,228
غرابة,11
أعطاهم,6
تركنا,10
ميدان,41
فأخذوا,3
مكاننا,1
للمتاجرة,3
ني,1
مغربي,40
ولم,705
أجعل,2
التيار,36
الصدري,6
بقيادة,85
القائد,70
نصر,186
أعانه,1
ميزان,15
الصدريون,1
فهذا,220
جزاؤهم,2
وضعوا,12
أياديهم,9
أياد,7
الأمريكيين,44
المغتصبين,10
لمشاركتهم,1
نصبها,1
الاحتلال,244
الريح,16
حصد,7
العاصفة,11
شكرا,234
للجزيرة,143
تدرك,18
زائل,17
أقوى,112
دباباته,7
وعصاباته,11
بدأ,165
الروس,95
بإصدار,3
أول,305
قرار,142
ناقص,4
المصداقية,40
ولكنه,93
بداية,181
لخنوع,1
والالتحاق,5
بالمجتمع,7
أدركت,10
شرعيته,17
بالفعل,60
يتراجع,23
مهما,295
سرق,21
فسوف,62
نستعيد,1
نبقي,3
راتب,15
الضمان,7
الاجتماعي,21
يستر,42
عورته,2
منصور,42
عمل,228
وطبلت,2
القنوات,124
العائلية,6
وستكون,23
محاكمة,73
عادلة,37
وعد,49
مني,29
شخصيا,63
يحتاج,84
ضمانا,4
أوروبيا,3
أمريكيا,20
خليجيا,5
حكم,253
ونظامه,56
بالشنق,1
ضروري,13
تتم,55
إجراءات,11
المحاكمة,14
العادلة,14
يؤكد,36
يصدر,40
صانع,7
القرار,131
يملك,58
الدراية,1
والتبصر,2
المطلوبين,8
وخير,31
إدارة,56
الأزمة,135
وتصريحات,9
المفتي,5
حسون,5
اعتاد,7
الحماقة,9
تلوى,2
وبناء,39
ما تقدم,1
التوقع,3
مسلك,4
أسوء,21
ومزيدا,7
التخبط,13
والوحشية,11
غياب,34
رادع,16
دولي,41
إفلاس,14
إعلامي,41
خالص,15
أصبحت,304
ناحية,39
نتمنى,119
الرجوع,29
عهدناها,2
وكانت,60
خسارة,26
كمغتربين,1
نيويورك,12
تايمز,5
تخدم,35
سياسة,131
حقائق,16
أثر,23
الصديقة,9
لسوريا,102
وجعلها,8
144,2
اجتماع,34
3,110
واقعي,8
سعودية,13
سببه,20
الأخبار,168
الكاذبة,56
والعربية,69
يقفون,25
العلي,78
شعبه,247
أطفال,121
سانده,4
الفعل,55
بالرأي,19
مستمرة,35
إحقاق,3
وإسقاط,19
البغاة,2
عجبي,26
لأشخاص,7
يدركون,17
والديمقراطية,82
سراب,3
ووهم,3
يريده,26
محركي,1
آخر,462
المساكين,32
الشعارات,34
الحلوة ويدفعون,1
الثمن,94
وخلف,3
الستائر,2
تحرك,49
لحفط,1
وتثبيت,4
وعدم,200
القذافي,384
والحفاظ,11
أمير,56
عفوا,28
البحرين,236
يدمرك,1
ويدمر,19
يدمر,35
جيشك,11
اللاوطني,4
تدافع,47
نذل,4
يحمي,66
رئيسا,61
مجرما,7
الثائر,37
وتبرر,1
هذا القتل,3
بالشعب,65
كرسي,34
رئيسك,16
المفدى,11
بريطانيا,74
والعالم,93
شرف,74
قصد,14
تسبب,22
بأذى,3
شخص,263
بموته,3
لكان,66
تنازل,21
الحكم,454
أيها,515
أهلنا,149
الحبيب,80
شعار,50
الموت,246
مفعوله,2
ودوره,3
وزمانه,3
لشعار,1
الجهاد,228
الشهادة,73
وإني,17
ي,80
لأرجو,1
أسمع,68
الشعار,22
تهتف,3
حناجر,3
الأبي,76
المجاهد,43
المستنقع,4
حركته,4
أقدام,26
الغرب,673
تفوح,13
روائح,1
والخراب,32
والدمار,81
مستنقع,11
الأفكار,37
الضالة,15
والانتهازيات,1
وإذا,246
الركود,4
ناتج,13
الانحدار,2
فهم,422
المستقبل,92
طوفان,4
الجهل,71
الجديد,166
عالجوا,1
مستنقعكم,2
بأيديكم,23
وحولوه,2
حدائق,2
هولندية,1
بالمحبة,5
والتفاهم,5
والإصلاح,21
مصالحه,21
وهاهي,5
المنافقة,9
تسلم,22
أشرف,62
الجنود,77
صفقة,16
لاستلام,4
مقاتلي,8
الكردستاني,21
النفاق,50
ظاهر,10
البداية,83
أنصح,40
أردوغان,80
فوزه,4
الانتخابات,207
يترك,60
وشعبها,73
المناضل,18
ويتفرغ,1
للتبشير,1
بالعلمانية,6
ولكم,49
انشق,8
المئات,33
وانضموا,3
للنظام,215
وسلموا,3
أسلحتهم,20
المدججة,1
المتهالكة,4
واستبدلوها,1
بأسلحة,15
سليمة,8
وسلامية,1
يبدو,220
سبب,177
إعجابهم,1
بصواريخ,13
سكود الحنينة,1
اللطيفة,1
تعلن,23
انشقاقات,20
وتشققات,1
اليهود,487
أفضل,322
داهموا,1
قريتنا,1
لمسوا,1
امرأة,35
عندهم,106
نخوة,16
تغتصبون,1
النساء,176
وتعذبون,1
الشيوخ,39
والأطفال,76
تسمح,52
نفسي,66
أفعل,4
باليهود,7
سرقوا,16
أرضنا,31
تفعلون,20
بأهل,11
بلدكم,28
طينة,5
اليمنيين,36
يتوحدوا,7
أطيافهم,5
وقبائلهم,1
ومثقفيهم,2
ونسائهم,4
ورجالهم,2
الغارة,6
البربرية,9
يترأسها,1
وأركانه,6
جيران,4
اليمن,460
نبذوا,2
أخلاقهم,8
ودينهم,11
وصاروا,8
يتمنون,22
يصحوا,3
وكندا,7
بدلا,121
بجوار,16
مسلمين,144
فقراء,21
متخلفين,2
تملكون,6
الأغلبية,74
يصوركم,1
الملايين,98
أتخافون,1
سبيل,215
وأنتم,250
ثالثا,17
بالمناسبة,19
لست,150
أصلا,180
الإرادة,14
والمعتقد,2
مخير,3
ولست,26
مسيرا,1
كالنعاج,7
سأذهب,1
لأكل,2
سندويش,2
الفلافل,2
أحس,22
بشيء,56
الجوع,41
والجيش,158
أهم,119
الأعداد,12
يعد,148
كيلو,14
نزل,13
تنسوا,33
تقيموا,3
الغنائم,7
طرف,133
برأيي,29
تصورون,3
رسوما,3
بيانية,1
وتقييما,1
يوميا,115
يساهم,12
تجار,29
البورصة,4
بدمائنا,11
بالصورة,10
قتلت,61
يزيدنا,5
عزما,1
وإصرارا,4
حكمك,2
ومحاكمتك,1
عندها,86
ستعلم,2
أنك,235
وعصابتك,3
هتكت,2
عرضنا,1
واستباحت,3
أبنائنا,15
أغبياء,43
توقفه,2
تحالفاتك,1
شياطين,14
الشيوعية,23
العالمية,140
نهزم,1
فترة,79
ألاحظ,16
تحذو,4
حذو,9
ينشر,33
وتدعم,15
تدعم,61
الدعاية,19
تغطية,50
التطورات,5
الساحة,63
الأفغانية,14
حياديتك,1
وأين,136
اين,20
الرأي,255
والرأي,69
لديكم,44
مصادر,42
القرى,52
والولايات,13
الولايات,101
يمكنكم,10
الاتصال,13
بالمتحدث,1
الرسمي,49
لطالبان,9
فلماذا,151
تنقلون,12
الأجنبية,51
المحتلة,75
وحكومة,27
حكومة,344
كابل,2
العميلة,52
الانتباه,16
النشر,130
انصر,150
الإقصائيين,1
يعرف,335
بتهديد,6
الموظفين,22
ليلة,27
وكذلك,183
دكتاتورية,20
متخلفة,14
معنى,136
الخيانة,69
البارحة,47
بالآلاف,38
لا يفرق,2
وشيعي,6
وحدوا,7
الإسلام,1165
وانبذوا,2
خلافاتكم,3
مشايخ,22
وأسياد,2
البلاد,375
فوجودنا,1
خطر,62
أسامينا,1
كلها,223
ولبنان,94
والعراق,142
وأفغانستان,97
والصومال,41
احتلوا,9
لا تستطيعون,2
التفاهم,5
بينكم,56
صدقا,9
القناة,121
شريفة,21
صادقة,21
أخبارها,12
الأمس,21
والأجواء,1
مشتعلة,8
70,41
صاروخا,4
40,107
غراد,2
صهيونيين,1
وإصابة,4
12,34
آخرين,28
الكثير,353
وتكتفي,2
بالقول,13
أعرف,152
مهتمة,1
بالوضع,7
دجالة,1
سندافع,2
ونحن,414
قضينا,2
فنكون,1
جحيم,20
النار,201
تدافعون,19
الخونة,213
ارجعوا,17
أوسخ,4
الأوساخ,4
وسنطهرها,1
أرواحكم,9
القذرة,47
ويل,8
كفلسطينيين,2
نسقط,8
البروكسي,1
للاحتلال,20
حان,56
ربيع,22
خلاص,28
بتجديد,1
العهد,40
والقسم,3
وبث,13
جديدة,171
عروق,5
ليلقوا,4
كاهلهم,1
الخور,1
والوهن,3
قذفته,1
قلوبهم,45
سلطة,65
التنسيق,38
الأمني,40
والاستسلام,5
القدير,37
يثبت,67
المجاهدين,255
وينصرهم,3
قل,57
الناصر,46
ويعينهم,2
والعملاء,49
بأنهم,127
يعملون,73
للعراق,53
والعراقيين,8
فصبرا,11
جميلا,23
لآت,2
أنف,56
سواء من,1
داخل,213
أو خارجه,1
ليتعلم,2
فئة,59
مؤمنة,7
قليلة,70
ثوار,88
تركها,3
جلدتها,2
وحيدة,6
تجابه,1
الغطرسة,9
الصهيونية,168
المستعمرة,11
يهابها,3
الجبناء,82
وتتحكم,5
بالدول,13
ويدعمها,3
ودول,56
عظمى,16
سافر,6
بالمال,56
والسلاح,41
نرى,227
وصواريخ,16
مسلمة,51
تصاحب,1
زيارات,11
قادة,112
تدك,12
المعتدين,14
النصر,371
حليف,18
لإسرائيل,174
أفاد,5
قطاع,48
حصيلة,12
والقصف,8
القطاع,31
مساء,23
أمس,75
الجمعة,74
ارتفع,3
شهيدا,52
أبرزهم,1
للجان,2
زهير,6
القيسي,2
ردت,8
فصائل,12
بعشرات,20
الهاون,7
بلدات,5
ومدن,10
إسرائيلية,46
مما,352
أسفر,8
إصابة,11
عدد,270
الإسرائيليين,56
ترسل,30
مراسليها,11
ميشلين,2
عازار,2
يصوروا,3
العصابات,161
اقتنعوا,2
اكتشف,14
أكاذيبهم,3
أنهم,689
يعودوا,23
يجرؤون,9
الظهور,9
والتصوير,2
المناطق,116
انتشار,30
تراجع,22
مستمر,37
ولا يريدون,6
يظهروا,4
تنقذ,6
عميلها,4
المخلص,15
أبو,374
والممانعة,30
وتلفت,1
الأنظار,22
عما,107
تريد,303
إشعال,26
جديد,221
فاليهود,7
إخوان,124
لحكام,13
ولذا,24
يطبلون,7
ويبدو,29
تمثيل,25
مسرحية,33
لإنقاذ,34
البعث,132
فلما,21
ثنتهم,1
لعبة,88
ضرب,87
اتجهوا,5
حسبنا,206
هنيئا,55
للشهداء,16
مرافقة,2
الجنة,110
وهنيئا,19
للمحتجين,2
صناعة,34
تاريخ,125
العز,23
فصبر,6
ولابد,36
بد,142
للليل,1
ينجلي,7
للقيد,4
ينكسر,8
للغجر,1
ولادة,15
مخاض,3
عسير,11
ليكون,27
للحرية,36
طعم,17
الأنظمة,268
رأسها,40
سعود,42
أصبحوا,77
بامتياز,23
لأمريكا,149
يستغلون,13
عمالتهم,5
لخدمة,49
تعتبرها,3
عدوا,24
وتهديدا,1
تهديدا,8
كروسيا,2
ضياء,4
بتعاونه,1
ساهم,26
أفغانستان,179
وأنشأ,3
أنشأ,2
النووي,87
العسكري,201
كرهوا,2
أينما,54
الاحتقار,1
للبعث,3
والبعثيين,4
الأكاذيب,34
فبينما,2
أقرأ,30
أكاذيبها,2
الأيباد,2
أشاهد,22
التلفزيون,50
مظاهرات,130
ترفع,27
صور,72
ويقول,81
المذيع,5
جرت,19
عرض,41
لفلول,4
معادية,19
البعثي,36
تكافئ,2
مؤيديه,9
معلق,7
متآمر,12
وموالي,2
الظالم,107
طلب,70
أفراد,93
المخابرات,235
يأمروا,1
باليهه,1
شاشات,17
الفضائيات,29
الزمان,72
بشاركم,5
واخيه,1
ماهر,31
وعمه,2
الاسد,9
سيسقطون,1
وسيحاكمون,2
باذن,5
وسيعدمون,2
وكفرهم,1
وسرقتهم,3
وتامرهم,1
يهود,50
واغتيالهم,1
للشهيد,3
عماد,12
مغنية,7
نفذ,15
الموساد,51
الاسرائيلي,1
لو لا,12
حبي,13
لأهل,74
الكرام,42
وخوفي,1
خوفي,12
أرواحهم,17
الطاهرة,30
لتمنيت,1
يدخل,70
الكيان,113
لكني,37
ويختارون,1
يختارون,9
الحروب,76
السياحية,9
صهاينة,18
نفعكم,2
جداركم,2
نفعتكم,1
قبتكم,1
الحديدية,13
للعلم,37
مجرد البداية,1
أعيد,4
السؤال,100
المركافا,1
تدريعا,1
الأبرامز,1
بخصوص,41
المسيرة,27
المليونية,11
تحشد,2
طاقاتها,3
وتحت,26
الدبابات,52
أحضرت,3
مدينة,203
66,1
باصا,2
أخرجتهم,3
رغما,36
أنوفهم,15
الحشد,3
يرى,137
سيسقط,47
شهر,111
ولو لا,6
دعم,181
الناتو,171
سرا,19
حبل,12
المشنقة,14
أعظم,69
سلاح,102
تتسلح,5
سلميتها,2
ورفضها,1
للتدخلات,2
الخارجية,101
التركية,71
تحتوي,6
سينطلق,1
نور,48
رباني,5
عظيم,50
يضيء,2
الأرض,684
بكاملها,8
المجتمع,221
بالتحقيق,7
ترتكبها,8
الأثيوبية في,1
الصومال,219
عشية,7
وضحاها,6
ونطلب,18
الجامعة العربية,4
تبدي,3
أسفها,2
لأننا,135
نعرف,139
لا تتدخل,1
شؤون,35
وراءها,20
هذا الشعب,13
بالأشياء,1
الضرورية,5
كالدواء,1
نشهد,16
نمو,7
قوى,65
وعزما,1
جديدا,51
أمة,203
تفرض,14
القوة,125
وباقي,40
باقي,111
التكتلات,2
القوية,18
بفرق,2
كبير,216
قوتهم,9
بحب,10
والإسلام,97
ورسوله,62
وحب,19
شدوا,7
العزم,6
رجال,216
واضربوا,4
بقبضة,5
الطاغية,134
القمعي ما,1
محاولات,38
دنيئة,7
مصيرها,13
تؤدي,26
وقوعه,1
يخرج,126
فلا,553
يعتقد,62
المستبد,24
والجرحى,23
والمعتقلين,12
ينسوا,13
الإساءة,30
سقط,82
قبله,39
يدوم,13
حسابا,17
عسيرا,11
تهديد,26
صريح,16
يكتبه,4
